home_team,away_team,spread,spread_open,over_under,over_under_open,provider,home_points,away_points,rownumberid
Tulsa,Jacksonville State,-12,NA,64,NA,William Hill (New Jersey),44,20,1008
Tulsa,Jacksonville State,-12,NA,64,NA,consensus,44,20,1009
Washington,Michigan State,-3.5,-1.0,56.5,55.0,Bovada,31.75,24.75,1010
Washington,Michigan State,-3.5,NA,56.5,NA,William Hill (New Jersey),31.75,24.75,1011
Washington,Michigan State,-3.5,NA,56.5,NA,consensus,31.75,24.75,1012
Washington,Michigan State,-3.5,NA,56.5,NA,teamrankings,31.75,24.75,1013
Texas A&M,Miami,-6.5,-6.0,45.5,48.5,Bovada,29.25,16.25,1014
Texas A&M,Miami,-6.5,NA,45,NA,William Hill (New Jersey),29,16,1015
Texas A&M,Miami,-6.5,NA,45.5,NA,consensus,29.25,16.25,1016
Texas A&M,Miami,-6.5,NA,45.5,NA,teamrankings,29.25,16.25,1017
Florida,South Florida,-23.5,-24.5,58,59.0,Bovada,52.5,5.5,1018
Florida,South Florida,-23.5,NA,58,NA,William Hill (New Jersey),52.5,5.5,1019
Florida,South Florida,-23.5,NA,58.5,NA,consensus,52.75,5.75,1020
Florida,South Florida,-23.5,NA,58,NA,teamrankings,52.5,5.5,1021
South Florida,East Carolina,9.5,NA,55.5,NA,consensus,18.25,37.25,1022
South Florida,East Carolina,9.5,NA,56,NA,teamrankings,18.5,37.5,1023
South Florida,East Carolina,9.5,8.0,55.5,59.0,Bovada,18.25,37.25,1024
South Florida,East Carolina,10,NA,55.5,NA,William Hill (New Jersey),17.75,37.75,1025
Marist,Columbia,20,NA,50.5,NA,William Hill (New Jersey),5.25,45.25,1026
Marist,Columbia,20,NA,50.5,NA,consensus,5.25,45.25,1027
East Carolina,Campbell,-32.5,NA,58,NA,William Hill (New Jersey),61.5,-3.5,1028
East Carolina,Campbell,-32.5,NA,58,NA,consensus,61.5,-3.5,1029
Arkansas State,Louisiana-Monroe,-7.5,-7.5,58.5,60.0,Bovada,36.75,21.75,1030
Arkansas State,Louisiana-Monroe,-7.5,NA,59,NA,William Hill (New Jersey),37,22,1031
Arkansas State,Louisiana-Monroe,-7,NA,59,NA,consensus,36.5,22.5,1032
Arkansas State,Louisiana-Monroe,-7.5,NA,58.5,NA,teamrankings,36.75,21.75,1033
Memphis,Temple,-18,-20.5,49.5,53.0,Bovada,42.75,6.75,1034
Memphis,Temple,-18.5,NA,50,NA,William Hill (New Jersey),43.5,6.5,1035
Memphis,Temple,-18.5,NA,50,NA,consensus,43.5,6.5,1036
Memphis,Temple,-18.5,NA,50,NA,teamrankings,43.5,6.5,1037
Lamar,Northern Colorado,3,NA,51.5,NA,William Hill (New Jersey),22.75,28.75,1038
Lamar,Northern Colorado,3,NA,51.5,NA,consensus,22.75,28.75,1039
UC Davis,San Diego,-24,NA,52.5,NA,William Hill (New Jersey),50.25,2.25,1040
UC Davis,San Diego,-24,NA,53.5,NA,consensus,50.75,2.75,1041
Air Force,Navy,-13.5,-16.0,38,38.0,Bovada,32.5,5.5,1042
Air Force,Navy,-14,NA,38,NA,William Hill (New Jersey),33,5,1043
Air Force,Navy,-14,NA,38,NA,consensus,33,5,1044
Air Force,Navy,-14,NA,38,NA,teamrankings,33,5,1045
Brown,Bryant,4.5,NA,64,NA,William Hill (New Jersey),27.5,36.5,1046
Brown,Bryant,4.5,NA,63.5,NA,consensus,27.25,36.25,1047
Brown,Bryant,3.5,3.0,68,68.0,Bovada,30.5,37.5,1048
Ball State,Murray State,-21,-21.0,53,53.0,Bovada,47.5,5.5,1049
Ball State,Murray State,-21,NA,53,NA,William Hill (New Jersey),47.5,5.5,1050
Ball State,Murray State,-21,NA,53,NA,consensus,47.5,5.5,1051
Boise State,UT Martin,-25,NA,53.5,NA,William Hill (New Jersey),51.75,1.75,1052
Boise State,UT Martin,-24.5,NA,53.5,NA,consensus,51.25,2.25,1053
LSU,Mississippi State,3,2.5,53,54.0,Bovada,23.5,29.5,1054
LSU,Mississippi State,3,NA,53,NA,William Hill (New Jersey),23.5,29.5,1055
LSU,Mississippi State,3,NA,53,NA,consensus,23.5,29.5,1056
LSU,Mississippi State,3,NA,53,NA,teamrankings,23.5,29.5,1057
Southern Mississippi,Northwestern State,-33,NA,50.5,NA,William Hill (New Jersey),58.25,-7.75,1058
Southern Mississippi,Northwestern State,-32.5,NA,50.5,NA,consensus,57.75,-7.25,1059
NC State,Texas Tech,-10,-10.0,56,55.5,Bovada,38,18,1060
NC State,Texas Tech,-10.5,NA,55.5,NA,William Hill (New Jersey),38.25,17.25,1061
NC State,Texas Tech,-10.5,NA,56,NA,consensus,38.5,17.5,1062
NC State,Texas Tech,-10.5,NA,55.5,NA,teamrankings,38.25,17.25,1063
Nevada,Texas State,2,-10.0,51.5,56.5,Bovada,23.75,27.75,1064
Nevada,Texas State,2,NA,52,NA,William Hill (New Jersey),24,28,1065
Nevada,Texas State,2,NA,51.5,NA,consensus,23.75,27.75,1066
Nevada,Texas State,2,NA,51.5,NA,teamrankings,23.75,27.75,1067
Georgia Southern,Morgan State,-39.5,-39.5,54,53.5,Bovada,66.5,-12.5,1068
Georgia Southern,Morgan State,-40.5,NA,54,NA,William Hill (New Jersey),67.5,-13.5,1069
Georgia Southern,Morgan State,-39.5,NA,53.5,NA,consensus,66.25,-12.75,1070
Ohio,Florida Atlantic,6,1.5,51.5,48.5,Bovada,19.75,31.75,1071
Ohio,Florida Atlantic,6,NA,51,NA,William Hill (New Jersey),19.5,31.5,1072
Ohio,Florida Atlantic,6,NA,51,NA,consensus,19.5,31.5,1073
Ohio,Florida Atlantic,6,NA,51,NA,teamrankings,19.5,31.5,1074
James Madison,Middle Tennessee,-4.5,-5.0,59.5,58.5,Bovada,34.25,25.25,1075
James Madison,Middle Tennessee,-4.5,NA,60.5,NA,William Hill (New Jersey),34.75,25.75,1076
James Madison,Middle Tennessee,-4.5,NA,60.5,NA,consensus,34.75,25.75,1077
James Madison,Middle Tennessee,-4.5,NA,60.5,NA,teamrankings,34.75,25.75,1078
USC,Rice,-33,-34.5,62,64.5,Bovada,64,-2,1079
USC,Rice,-33,NA,61.5,NA,William Hill (New Jersey),63.75,-2.25,1080
USC,Rice,-32.5,NA,61.5,NA,consensus,63.25,-1.75,1081
USC,Rice,-33,NA,61.5,NA,teamrankings,63.75,-2.25,1082
Florida,Utah,2.5,0.0,51.5,52.5,Bovada,23.25,28.25,1083
Florida,Utah,2.5,NA,51.5,NA,William Hill (New Jersey),23.25,28.25,1084
Florida,Utah,2.5,NA,51.5,NA,consensus,23.25,28.25,1085
Florida,Utah,2.5,NA,52,NA,teamrankings,23.5,28.5,1086
Tulane,Alcorn State,-35.5,NA,59,NA,William Hill (New Jersey),65,-6,1087
Tulane,Alcorn State,-35.5,NA,59.5,NA,consensus,65.25,-5.75,1088
Rutgers,Iowa,7.5,7.0,34.5,35.5,Bovada,9.75,24.75,1089
Rutgers,Iowa,8,NA,34,NA,Caesars Sportsbook (Colorado),9,25,1090
Rutgers,Iowa,7.5,NA,34.5,NA,consensus,9.75,24.75,1091
Rutgers,Iowa,7.5,NA,34.5,NA,teamrankings,9.75,24.75,1092
Kentucky,Miami (OH),-16,-21.0,55,49.5,Bovada,43.5,11.5,1093
Kentucky,Miami (OH),-16,NA,55,NA,William Hill (New Jersey),43.5,11.5,1094
Kentucky,Miami (OH),-15,NA,55,NA,consensus,42.5,12.5,1095
Kentucky,Miami (OH),-15,NA,55,NA,teamrankings,42.5,12.5,1096
Coastal Carolina,Army,-1.5,-3.0,54,55.0,Bovada,28.5,25.5,1097
Coastal Carolina,Army,-1.5,NA,54,NA,William Hill (New Jersey),28.5,25.5,1098
Coastal Carolina,Army,-1.5,NA,54,NA,consensus,28.5,25.5,1099
Coastal Carolina,Army,-1.5,NA,54,NA,teamrankings,28.5,25.5,1100
Tulane,Massachusetts,-28.5,-31.0,59,60.5,Bovada,58,1,1101
Tulane,Massachusetts,-28.5,NA,59,NA,William Hill (New Jersey),58,1,1102
Tulane,Massachusetts,-28.5,NA,58.5,NA,consensus,57.75,0.75,1103
Tulane,Massachusetts,-28.5,NA,59,NA,teamrankings,58,1,1104
Baylor,Albany,-43,-42.5,47.5,45.5,Bovada,66.75,-19.25,1105
Baylor,Albany,-42.5,NA,46,NA,William Hill (New Jersey),65.5,-19.5,1106
Baylor,Albany,-42.5,NA,46.5,NA,consensus,65.75,-19.25,1107
Arkansas State,Grambling,-25.5,-24.5,57,58.5,Bovada,54,3,1108
Arkansas State,Grambling,-25,NA,57,NA,William Hill (New Jersey),53.5,3.5,1109
Arkansas State,Grambling,-25.5,NA,57.5,NA,consensus,54.25,3.25,1110
Alabama,Utah State,-42.5,-34.0,63,62.5,Bovada,74,-11,1111
Alabama,Utah State,-42,NA,63,NA,William Hill (New Jersey),73.5,-10.5,1112
Alabama,Utah State,-42,NA,63,NA,consensus,73.5,-10.5,1113
Alabama,Utah State,-42,NA,63,NA,teamrankings,73.5,-10.5,1114
Mississippi State,Memphis,-17,-13.5,58,56.5,Bovada,46,12,1115
Mississippi State,Memphis,-17,NA,58,NA,William Hill (New Jersey),46,12,1116
Mississippi State,Memphis,-17,NA,58,NA,consensus,46,12,1117
Mississippi State,Memphis,-17,NA,58,NA,teamrankings,46,12,1118
South Carolina,Georgia State,-12.5,-11.0,54.5,56.0,Bovada,39.75,14.75,1119
South Carolina,Georgia State,-12.5,NA,54,NA,William Hill (New Jersey),39.5,14.5,1120
South Carolina,Georgia State,-12.5,NA,55,NA,consensus,40,15,1121
South Carolina,Georgia State,-12.5,NA,55,NA,teamrankings,40,15,1122
Texas Tech,Murray State,-39,-38.0,64.5,60.0,Bovada,71.25,-6.75,1123
Texas Tech,Murray State,-38,NA,64,NA,William Hill (New Jersey),70,-6,1124
